id,order_id,product_id,quantity,created_at
1177,489,6,1,2025-04-30 17:41:58.595091
1178,489,6,2,2025-04-30 17:41:58.595091
1179,490,7,3,2025-05-20 13:41:58.599415
1180,490,7,2,2025-05-20 13:41:58.599415
1181,490,4,2,2025-05-20 13:41:58.599415
1182,491,7,2,2025-03-10 16:41:58.598812
1183,491,6,5,2025-03-10 16:41:58.598812
1184,492,9,4,2025-02-26 07:41:58.590175
1185,492,1,5,2025-02-26 07:41:58.590175
1186,492,9,2,2025-02-26 07:41:58.590175
1187,492,4,1,2025-02-26 07:41:58.590175
1188,493,10,1,2025-08-21 19:41:58.620250
1189,493,8,4,2025-08-21 19:41:58.620250
1190,493,6,5,2025-08-21 19:41:58.620250
1191,494,6,1,2025-08-04 17:41:58.600979
1192,494,10,5,2025-08-04 17:41:58.600979
1193,494,7,3,2025-08-04 17:41:58.600979
1194,495,1,2,2025-01-27 16:41:58.594711
1195,495,7,1,2025-01-27 16:41:58.594711
1196,495,9,4,2025-01-27 16:41:58.594711
1197,496,5,2,2025-07-06 11:41:58.590928
1198,497,1,2,2025-05-02 12:41:58.592433
1199,497,9,1,2025-05-02 12:41:58.592433
1200,498,8,1,2025-04-12 14:41:58.611261
1201,498,9,2,2025-04-12 14:41:58.611261
1202,498,8,4,2025-04-12 14:41:58.611261
1203,499,4,4,2025-06-25 17:41:58.612069
1204,500,4,4,2025-04-12 09:41:58.597402
1205,501,10,3,2025-03-28 15:41:58.604525
1206,501,1,4,2025-03-28 15:41:58.604525
1207,501,8,1,2025-03-28 15:41:58.604525
1208,502,10,1,2025-06-24 09:41:58.594107
1209,502,1,1,2025-06-24 09:41:58.594107
1210,502,9,2,2025-06-24 09:41:58.594107
1211,502,3,4,2025-06-24 09:41:58.594107
1212,503,9,1,2025-04-01 13:41:58.622730
1213,503,6,3,2025-04-01 13:41:58.622730
1214,503,10,3,2025-04-01 13:41:58.622730
1215,504,3,3,2025-03-24 15:41:58.600533
1216,504,1,2,2025-03-24 15:41:58.600533
1217,504,10,3,2025-03-24 15:41:58.600533
1218,505,9,2,2025-04-29 16:41:58.590435
1219,506,4,3,2025-03-03 16:41:58.591063
1220,507,7,5,2025-04-19 18:41:58.588210
1221,507,4,1,2025-04-19 18:41:58.588210
1222,507,7,3,2025-04-19 18:41:58.588210
1223,508,6,1,2025-02-27 14:41:58.596643
1224,508,6,5,2025-02-27 14:41:58.596643
1225,508,6,3,2025-02-27 14:41:58.596643
1226,508,7,5,2025-02-27 14:41:58.596643
1227,509,6,4,2025-07-05 18:41:58.593615
1228,509,9,2,2025-07-05 18:41:58.593615
1229,510,1,5,2025-08-17 07:41:58.606845
1230,510,8,1,2025-08-17 07:41:58.606845
1231,510,2,4,2025-08-17 07:41:58.606845
1232,511,4,5,2025-05-23 05:41:58.604290
1233,511,8,5,2025-05-23 05:41:58.604290
1234,511,2,1,2025-05-23 05:41:58.604290
1235,511,4,3,2025-05-23 05:41:58.604290
1236,512,10,1,2025-06-05 07:41:58.605515
1237,512,10,4,2025-06-05 07:41:58.605515
1238,513,1,2,2025-05-24 06:41:58.614877
1239,513,2,4,2025-05-24 06:41:58.614877
1240,513,1,1,2025-05-24 06:41:58.614877
1241,514,4,4,2025-09-10 09:41:58.591417
1242,514,9,2,2025-09-10 09:41:58.591417
1243,514,5,3,2025-09-10 09:41:58.591417
1244,514,3,5,2025-09-10 09:41:58.591417
1245,515,6,5,2025-05-08 17:41:58.588804
1246,516,8,3,2025-02-19 15:41:58.597644
1247,517,4,3,2025-01-18 16:41:58.598543
1248,517,4,2,2025-01-18 16:41:58.598543
1249,517,7,1,2025-01-18 16:41:58.598543
1250,518,7,5,2025-03-26 08:41:58.615328
1251,519,10,4,2025-04-06 18:41:58.617018
1252,519,9,5,2025-04-06 18:41:58.617018
1253,519,4,5,2025-04-06 18:41:58.617018
1254,520,10,1,2025-04-06 18:41:58.610830
1255,520,10,5,2025-04-06 18:41:58.610830
1256,520,7,3,2025-04-06 18:41:58.610830
1257,520,3,2,2025-04-06 18:41:58.610830
1258,521,6,4,2025-04-17 08:41:58.613341
1259,521,7,4,2025-04-17 08:41:58.613341
1260,522,10,3,2025-02-27 14:41:58.598403
1261,523,4,4,2025-03-15 20:41:58.619963
1262,523,10,2,2025-03-15 20:41:58.619963
1263,524,1,3,2025-02-22 10:41:58.602676
1264,524,10,5,2025-02-22 10:41:58.602676
1265,524,5,4,2025-02-22 10:41:58.602676
1266,525,2,3,2025-02-10 05:41:58.588210
1267,525,3,5,2025-02-10 05:41:58.588210
1268,526,5,3,2025-02-24 09:41:58.618640
1269,527,9,5,2025-04-12 13:41:58.592080
1270,528,10,4,2025-03-08 20:41:58.621225
1271,528,9,3,2025-03-08 20:41:58.621225
1272,528,1,3,2025-03-08 20:41:58.621225
1273,529,4,2,2025-04-04 16:41:58.614512
1274,530,9,4,2025-04-13 05:41:58.590566
1275,530,10,1,2025-04-13 05:41:58.590566
1276,530,7,3,2025-04-13 05:41:58.590566
1277,530,10,2,2025-04-13 05:41:58.590566
1278,531,2,1,2025-03-30 16:41:58.619861
1279,531,4,5,2025-03-30 16:41:58.619861
1280,531,3,1,2025-03-30 16:41:58.619861
1281,532,9,4,2025-03-30 04:41:58.620394
1282,532,9,5,2025-03-30 04:41:58.620394
1283,532,7,3,2025-03-30 04:41:58.620394
1284,533,1,2,2025-08-20 05:41:58.600282
1285,533,9,5,2025-08-20 05:41:58.600282
1286,533,7,3,2025-08-20 05:41:58.600282
1287,534,10,4,2025-06-08 17:41:58.592923
1288,534,1,2,2025-06-08 17:41:58.592923
1289,534,2,2,2025-06-08 17:41:58.592923
1290,534,1,3,2025-06-08 17:41:58.592923
1291,535,9,5,2025-01-01 06:41:58.616327
1292,535,2,4,2025-01-01 06:41:58.616327
1293,536,1,1,2025-07-04 08:41:58.603654
1294,536,9,4,2025-07-04 08:41:58.603654
1295,536,6,2,2025-07-04 08:41:58.603654
1296,537,4,4,2025-06-02 04:41:58.620842
1297,537,1,2,2025-06-02 04:41:58.620842
1298,538,9,4,2025-02-16 16:41:58.613579
1299,538,9,2,2025-02-16 16:41:58.613579
1300,538,1,5,2025-02-16 16:41:58.613579
1301,538,1,2,2025-02-16 16:41:58.613579
1302,539,5,2,2025-05-17 04:41:58.599153
1303,539,8,1,2025-05-17 04:41:58.599153
1304,540,6,4,2025-05-02 07:41:58.589388
1305,540,1,3,2025-05-02 07:41:58.589388
1306,541,3,4,2025-04-29 05:41:58.592182
1307,541,10,1,2025-04-29 05:41:58.592182
1308,541,10,2,2025-04-29 05:41:58.592182
1309,542,9,1,2025-07-18 13:41:58.613726
1310,542,10,3,2025-07-18 13:41:58.613726
1311,543,9,4,2025-05-23 15:41:58.619270
1312,543,4,3,2025-05-23 15:41:58.619270
1313,543,8,3,2025-05-23 15:41:58.619270
1314,543,3,2,2025-05-23 15:41:58.619270
1315,544,6,1,2025-05-23 10:41:58.611632
1316,544,4,5,2025-05-23 10:41:58.611632
1317,544,3,3,2025-05-23 10:41:58.611632
1318,544,1,3,2025-05-23 10:41:58.611632
1319,545,4,5,2025-02-21 20:41:58.594535
1320,545,4,3,2025-02-21 20:41:58.594535
1321,545,9,5,2025-02-21 20:41:58.594535
1322,546,3,4,2024-12-11 17:41:58.614109
1323,546,5,3,2024-12-11 17:41:58.614109
1324,546,5,2,2024-12-11 17:41:58.614109
1325,546,10,1,2024-12-11 17:41:58.614109
1326,547,5,3,2025-08-03 20:41:58.605691
1327,547,10,3,2025-08-03 20:41:58.605691
1328,547,1,1,2025-08-03 20:41:58.605691
1329,547,3,5,2025-08-03 20:41:58.605691
1330,548,4,4,2025-06-08 10:41:58.591417
1331,548,10,1,2025-06-08 10:41:58.591417
1332,548,2,1,2025-06-08 10:41:58.591417
1333,548,6,1,2025-06-08 10:41:58.591417
1334,549,7,3,2025-02-28 20:41:58.597644
1335,550,3,1,2025-03-15 10:41:58.623038
1336,550,4,4,2025-03-15 10:41:58.623038
1337,550,4,4,2025-03-15 10:41:58.623038
1338,550,6,4,2025-03-15 10:41:58.623038
1339,551,6,3,2025-06-12 05:41:58.604290
1340,551,7,1,2025-06-12 05:41:58.604290
1341,551,6,2,2025-06-12 05:41:58.604290
1342,552,1,3,2025-04-09 04:41:58.617693
1343,552,6,2,2025-04-09 04:41:58.617693
1344,552,3,5,2025-04-09 04:41:58.617693
1345,553,5,4,2025-04-16 05:41:58.596643
1346,553,7,3,2025-04-16 05:41:58.596643
1347,553,3,2,2025-04-16 05:41:58.596643
1348,554,3,1,2025-05-15 09:41:58.613726
1349,554,6,1,2025-05-15 09:41:58.613726
1350,555,7,3,2025-03-15 18:41:58.599823
1351,556,8,5,2025-05-05 19:41:58.598403
1352,557,9,1,2025-03-10 20:41:58.589048
1353,558,6,5,2025-01-19 17:41:58.614109
1354,558,2,3,2025-01-19 17:41:58.614109
1355,559,7,4,2025-01-01 13:41:58.610352
1356,559,1,5,2025-01-01 13:41:58.610352
1357,560,8,1,2024-12-30 11:41:58.608748
1358,561,2,2,2025-05-12 04:41:58.605691
1359,561,9,5,2025-05-12 04:41:58.605691
1360,561,1,2,2025-05-12 04:41:58.605691
1361,561,1,4,2025-05-12 04:41:58.605691
1362,562,10,2,2025-03-08 14:41:58.592741
1363,562,2,4,2025-03-08 14:41:58.592741
1364,562,6,2,2025-03-08 14:41:58.592741
1365,562,3,2,2025-03-08 14:41:58.592741
1366,563,2,3,2025-06-20 18:41:58.591417
1367,563,2,4,2025-06-20 18:41:58.591417
1368,564,1,4,2025-07-16 06:41:58.605073
1369,564,2,4,2025-07-16 06:41:58.605073
1370,565,2,2,2025-05-19 10:41:58.592923
1371,565,5,2,2025-05-19 10:41:58.592923
1372,565,9,2,2025-05-19 10:41:58.592923
1373,565,7,5,2025-05-19 10:41:58.592923
1374,566,7,1,2025-05-29 13:41:58.620250
1375,567,5,3,2025-06-14 04:41:58.621953
1376,568,9,4,2025-05-25 11:41:58.620637
1377,568,6,4,2025-05-25 11:41:58.620637
1378,568,9,1,2025-05-25 11:41:58.620637
1379,569,3,1,2025-03-10 07:41:58.607883
1380,569,8,1,2025-03-10 07:41:58.607883
1381,570,4,4,2025-02-06 12:41:58.588210
1382,570,5,2,2025-02-06 12:41:58.588210
1383,570,6,3,2025-02-06 12:41:58.588210
1384,570,1,5,2025-02-06 12:41:58.588210
1385,571,5,5,2025-07-15 10:41:58.588804
1386,571,8,1,2025-07-15 10:41:58.588804
1387,571,9,5,2025-07-15 10:41:58.588804
1388,572,1,2,2025-05-09 19:41:58.610594
1389,573,1,4,2025-01-30 04:41:58.617269
1390,573,10,1,2025-01-30 04:41:58.617269
1391,573,5,2,2025-01-30 04:41:58.617269
1392,574,9,1,2025-03-21 16:41:58.598812
1393,575,10,5,2025-04-27 11:41:58.599415
1394,575,10,2,2025-04-27 11:41:58.599415
1395,575,3,4,2025-04-27 11:41:58.599415
1396,576,8,2,2025-01-28 20:41:58.598657
1397,576,5,2,2025-01-28 20:41:58.598657
1398,576,4,1,2025-01-28 20:41:58.598657
1399,577,2,3,2025-02-24 04:41:58.600027
1400,577,10,1,2025-02-24 04:41:58.600027
1401,578,8,2,2025-01-09 17:41:58.620498
1402,578,3,2,2025-01-09 17:41:58.620498
1403,578,7,5,2025-01-09 17:41:58.620498
1404,579,2,5,2025-06-20 08:41:58.622730
1405,580,6,2,2025-01-04 07:41:58.609232
1406,581,8,1,2025-04-25 19:41:58.610830
1407,581,1,5,2025-04-25 19:41:58.610830
1408,581,10,1,2025-04-25 19:41:58.610830
1409,582,4,3,2025-03-04 06:41:58.593085
1410,583,2,4,2025-05-31 18:41:58.589873
1411,584,8,2,2025-01-01 05:41:58.612266
1412,584,1,2,2025-01-01 05:41:58.612266
1413,584,7,1,2025-01-01 05:41:58.612266
1414,584,4,5,2025-01-01 05:41:58.612266
1415,585,9,5,2025-06-01 10:41:58.588357
1416,586,8,4,2025-05-15 20:41:58.592923
1417,586,7,3,2025-05-15 20:41:58.592923
1418,586,6,2,2025-05-15 20:41:58.592923
1419,587,5,4,2025-06-04 06:41:58.592080
1420,587,10,5,2025-06-04 06:41:58.592080
1421,588,10,1,2025-01-24 15:41:58.594535
1422,589,3,2,2025-03-11 20:41:58.617269
1423,589,8,4,2025-03-11 20:41:58.617269
1424,590,7,5,2025-06-13 18:41:58.609997
1425,590,3,3,2025-06-13 18:41:58.609997
1426,590,1,5,2025-06-13 18:41:58.609997
1427,590,9,2,2025-06-13 18:41:58.609997
1428,591,7,2,2025-04-17 20:41:58.619270
1429,591,5,2,2025-04-17 20:41:58.619270
1430,591,7,4,2025-04-17 20:41:58.619270
1431,592,1,4,2025-01-10 19:41:58.607267
1432,593,5,4,2025-05-21 18:41:58.613094
1433,593,1,3,2025-05-21 18:41:58.613094
1434,593,10,2,2025-05-21 18:41:58.613094
1435,594,3,4,2025-02-16 19:41:58.597644
1436,594,6,2,2025-02-16 19:41:58.597644
1437,595,5,1,2024-12-23 05:41:58.607267
1438,595,6,1,2024-12-23 05:41:58.607267
1439,596,1,1,2025-08-04 19:41:58.601797
1440,597,8,2,2025-06-11 09:41:58.602919
1441,597,5,5,2025-06-11 09:41:58.602919
1442,598,4,5,2025-08-24 19:41:58.611824
1443,598,5,4,2025-08-24 19:41:58.611824
1444,599,10,1,2025-05-21 13:41:58.603847
1445,600,6,1,2025-03-03 18:41:58.610594
1446,600,3,3,2025-03-03 18:41:58.610594
1447,600,3,2,2025-03-03 18:41:58.610594
1448,600,3,3,2025-03-03 18:41:58.610594
1449,601,10,2,2025-01-12 04:41:58.613944
1450,601,2,3,2025-01-12 04:41:58.613944
1451,602,1,4,2025-04-18 13:41:58.592923
1452,602,2,5,2025-04-18 13:41:58.592923
1453,603,8,1,2025-04-10 19:41:58.589873
1454,603,1,4,2025-04-10 19:41:58.589873
1455,603,3,2,2025-04-10 19:41:58.589873
1456,604,8,1,2025-01-03 08:41:58.619633
1457,605,4,5,2025-02-16 06:41:58.589973
1458,605,2,3,2025-02-16 06:41:58.589973
1459,605,1,1,2025-02-16 06:41:58.589973
1460,605,5,1,2025-02-16 06:41:58.589973
1461,606,6,1,2025-07-14 12:41:58.589644
1462,606,10,2,2025-07-14 12:41:58.589644
1463,606,2,4,2025-07-14 12:41:58.589644
1464,607,8,1,2025-04-06 08:41:58.598403
1465,608,6,4,2025-07-08 04:41:58.599153
1466,608,8,3,2025-07-08 04:41:58.599153
1467,609,4,5,2025-03-12 20:41:58.592295
1468,609,1,2,2025-03-12 20:41:58.592295
1469,609,6,5,2025-03-12 20:41:58.592295
1470,609,4,1,2025-03-12 20:41:58.592295
1471,610,10,3,2025-05-01 13:41:58.619495
1472,610,10,4,2025-05-01 13:41:58.619495
1473,610,9,5,2025-05-01 13:41:58.619495
1474,610,1,5,2025-05-01 13:41:58.619495
1475,611,7,1,2025-07-01 10:41:58.609610
1476,611,10,1,2025-07-01 10:41:58.609610
1477,611,3,3,2025-07-01 10:41:58.609610
1478,612,6,4,2025-07-06 17:41:58.590817
1479,612,9,1,2025-07-06 17:41:58.590817
1480,613,4,2,2025-05-25 18:41:58.611458
1481,614,8,1,2025-03-13 15:41:58.596885
1482,615,2,4,2025-05-25 05:41:58.619861
1483,615,2,2,2025-05-25 05:41:58.619861
1484,616,6,4,2025-03-19 17:41:58.614275
1485,616,3,4,2025-03-19 17:41:58.614275
1486,617,6,2,2025-07-17 19:41:58.618447
1487,617,1,2,2025-07-17 19:41:58.618447
1488,617,10,2,2025-07-17 19:41:58.618447
1489,618,3,5,2025-03-26 20:41:58.595825
1490,618,7,4,2025-03-26 20:41:58.595825
1491,619,1,2,2025-06-27 17:41:58.612652
1492,620,1,2,2025-03-22 16:41:58.617269
1493,621,6,1,2025-02-06 08:41:58.619102
1494,621,9,4,2025-02-06 08:41:58.619102
1495,622,3,5,2025-04-25 16:41:58.598196
1496,622,8,1,2025-04-25 16:41:58.598196
1497,622,9,5,2025-04-25 16:41:58.598196
1498,622,3,1,2025-04-25 16:41:58.598196
1499,623,3,2,2025-06-19 12:41:58.592080
1500,623,6,5,2025-06-19 12:41:58.592080
1501,623,3,3,2025-06-19 12:41:58.592080
1502,624,2,2,2025-08-26 08:41:58.610171
1503,625,8,1,2025-08-30 08:41:58.602919
1504,625,4,3,2025-08-30 08:41:58.602919
1505,626,7,2,2025-05-31 14:41:58.621087
1506,626,10,5,2025-05-31 14:41:58.621087
1507,627,3,5,2025-06-05 08:41:58.601797
1508,628,2,1,2025-06-22 18:41:58.617938
1509,629,3,3,2025-08-09 08:41:58.610171
1510,629,1,4,2025-08-09 08:41:58.610171
1511,630,4,5,2025-05-08 18:41:58.607091
1512,630,10,2,2025-05-08 18:41:58.607091
1513,631,1,5,2025-01-05 05:41:58.617269
1514,631,3,1,2025-01-05 05:41:58.617269
1515,631,9,2,2025-01-05 05:41:58.617269
1516,631,4,3,2025-01-05 05:41:58.617269
1517,632,8,3,2025-05-24 18:41:58.617514
1518,632,3,2,2025-05-24 18:41:58.617514
1519,633,3,5,2025-01-20 08:41:58.591951
1520,633,8,1,2025-01-20 08:41:58.591951
1521,633,2,3,2025-01-20 08:41:58.591951
1522,633,9,1,2025-01-20 08:41:58.591951
1523,634,3,2,2025-06-13 19:41:58.589873
1524,634,7,3,2025-06-13 19:41:58.589873
1525,635,1,1,2025-06-27 11:41:58.595091
1526,635,6,5,2025-06-27 11:41:58.595091
1527,635,8,1,2025-06-27 11:41:58.595091
1528,635,1,3,2025-06-27 11:41:58.595091
1529,636,7,4,2025-02-04 06:41:58.588039
1530,636,6,3,2025-02-04 06:41:58.588039
1531,636,9,4,2025-02-04 06:41:58.588039
1532,636,2,3,2025-02-04 06:41:58.588039
1533,637,7,2,2025-02-17 09:41:58.622340
1534,637,9,2,2025-02-17 09:41:58.622340
1535,637,8,3,2025-02-17 09:41:58.622340
1536,638,9,3,2025-07-13 15:41:58.609610
1537,638,9,5,2025-07-13 15:41:58.609610
1538,639,3,1,2025-01-09 13:41:58.621225
1539,639,4,4,2025-01-09 13:41:58.621225
1540,639,3,5,2025-01-09 13:41:58.621225
1541,640,4,2,2025-05-31 12:41:58.591649
1542,640,3,3,2025-05-31 12:41:58.591649
1543,640,5,5,2025-05-31 12:41:58.591649
1544,641,8,2,2025-04-01 07:41:58.612069
1545,641,1,4,2025-04-01 07:41:58.612069
1546,642,5,4,2025-06-05 19:41:58.621369
1547,643,10,4,2025-03-07 17:41:58.613341
1548,643,4,3,2025-03-07 17:41:58.613341
1549,644,4,4,2025-04-14 06:41:58.589973
1550,644,10,5,2025-04-14 06:41:58.589973
1551,645,4,2,2025-05-10 15:41:58.622340
1552,645,7,2,2025-05-10 15:41:58.622340
1553,646,1,5,2024-12-16 07:41:58.603408
1554,647,6,5,2025-03-09 06:41:58.611458
1555,647,9,4,2025-03-09 06:41:58.611458
1556,647,1,2,2025-03-09 06:41:58.611458
1557,647,4,5,2025-03-09 06:41:58.611458
1558,648,8,2,2025-01-09 14:41:58.595489
1559,648,2,3,2025-01-09 14:41:58.595489
1560,648,9,5,2025-01-09 14:41:58.595489
1561,649,10,5,2025-05-29 07:41:58.621609
1562,649,7,3,2025-05-29 07:41:58.621609
1563,649,5,4,2025-05-29 07:41:58.621609
1564,650,3,4,2025-07-16 17:41:58.621087
1565,650,4,1,2025-07-16 17:41:58.621087
1566,650,5,3,2025-07-16 17:41:58.621087
1567,651,10,1,2025-04-14 12:41:58.614877
1568,651,3,5,2025-04-14 12:41:58.614877
1569,652,2,4,2025-03-04 06:41:58.592741
1570,652,6,2,2025-03-04 06:41:58.592741
1571,652,6,2,2025-03-04 06:41:58.592741
1572,653,3,1,2025-04-04 20:41:58.589973
1573,654,4,4,2025-03-07 13:41:58.598196
1574,655,6,5,2025-06-22 18:41:58.612069
1575,655,1,5,2025-06-22 18:41:58.612069
1576,655,3,3,2025-06-22 18:41:58.612069
1577,656,9,5,2025-04-28 13:41:58.591063
1578,656,3,5,2025-04-28 13:41:58.591063
1579,657,1,3,2025-05-15 16:41:58.607883
1580,657,6,5,2025-05-15 16:41:58.607883
1581,657,5,5,2025-05-15 16:41:58.607883
1582,658,10,5,2025-04-15 17:41:58.598196
1583,658,6,2,2025-04-15 17:41:58.598196
1584,659,1,5,2025-05-17 18:41:58.590175
1585,659,1,1,2025-05-17 18:41:58.590175
1586,659,2,3,2025-05-17 18:41:58.590175
1587,660,3,5,2025-05-09 15:41:58.604088
1588,660,1,3,2025-05-09 15:41:58.604088
1589,661,2,5,2025-07-05 05:41:58.621609
1590,661,8,1,2025-07-05 05:41:58.621609
1591,662,10,5,2025-03-22 06:41:58.599153
1592,662,6,4,2025-03-22 06:41:58.599153
1593,662,8,4,2025-03-22 06:41:58.599153
1594,662,10,1,2025-03-22 06:41:58.599153
1595,663,5,5,2025-01-22 14:41:58.607267
1596,663,3,2,2025-01-22 14:41:58.607267
1597,663,3,3,2025-01-22 14:41:58.607267
1598,664,7,4,2025-08-11 11:41:58.603163
1599,664,1,2,2025-08-11 11:41:58.603163
1600,664,7,5,2025-08-11 11:41:58.603163
1601,664,6,4,2025-08-11 11:41:58.603163
1602,665,7,5,2025-01-12 16:41:58.599620
1603,666,1,1,2025-03-08 07:41:58.592543
1604,666,2,2,2025-03-08 07:41:58.592543
1605,667,5,2,2025-01-14 11:41:58.592543
1606,667,6,3,2025-01-14 11:41:58.592543
1607,667,9,1,2025-01-14 11:41:58.592543
1608,668,2,4,2025-07-06 07:41:58.598028
1609,668,9,4,2025-07-06 07:41:58.598028
1610,669,9,4,2025-06-19 20:41:58.594107
1611,669,7,2,2025-06-19 20:41:58.594107
1612,669,7,1,2025-06-19 20:41:58.594107
1613,669,1,3,2025-06-19 20:41:58.594107
1614,670,2,3,2025-05-07 13:41:58.610830
1615,670,3,2,2025-05-07 13:41:58.610830
1616,670,4,5,2025-05-07 13:41:58.610830
1617,671,3,4,2025-08-16 15:41:58.589644
1618,671,3,5,2025-08-16 15:41:58.589644
1619,672,5,4,2025-03-14 05:41:58.616072
1620,673,4,3,2025-01-02 13:41:58.610352
1621,673,5,2,2025-01-02 13:41:58.610352
1622,673,7,1,2025-01-02 13:41:58.610352
1623,673,9,5,2025-01-02 13:41:58.610352
1624,674,6,2,2025-07-02 08:41:58.601991
1625,674,1,1,2025-07-02 08:41:58.601991
1626,675,1,5,2025-04-20 05:41:58.619270
1627,676,4,2,2025-05-07 06:41:58.602187
1628,676,2,4,2025-05-07 06:41:58.602187
1629,676,1,3,2025-05-07 06:41:58.602187
1630,677,7,3,2025-06-05 20:41:58.601991
1631,678,3,2,2025-05-12 11:41:58.595312
1632,678,2,3,2025-05-12 11:41:58.595312
1633,678,9,4,2025-05-12 11:41:58.595312
1634,678,1,1,2025-05-12 11:41:58.595312
1635,679,3,3,2025-08-03 11:41:58.602919
1636,679,7,1,2025-08-03 11:41:58.602919
1637,679,4,5,2025-08-03 11:41:58.602919
1638,680,2,3,2025-02-22 14:41:58.602676
1639,680,3,4,2025-02-22 14:41:58.602676
1640,681,5,4,2025-06-05 17:41:58.591520
1641,681,6,5,2025-06-05 17:41:58.591520
1642,681,4,5,2025-06-05 17:41:58.591520
1643,682,6,1,2025-03-26 15:41:58.611261
1644,682,4,5,2025-03-26 15:41:58.611261
1645,682,7,2,2025-03-26 15:41:58.611261
1646,683,1,4,2025-03-10 04:41:58.617693
1647,683,1,2,2025-03-10 04:41:58.617693
1648,683,2,3,2025-03-10 04:41:58.617693
1649,684,10,2,2024-12-18 07:41:58.619380
1650,685,10,1,2025-02-28 16:41:58.621852
1651,686,8,4,2025-04-07 17:41:58.614512
1652,686,4,5,2025-04-07 17:41:58.614512
1653,687,6,5,2025-02-10 14:41:58.590566
1654,687,8,2,2025-02-10 14:41:58.590566
1655,687,1,5,2025-02-10 14:41:58.590566
1656,688,3,3,2025-05-09 08:41:58.589144
1657,688,4,2,2025-05-09 08:41:58.589144
1658,689,4,2,2025-03-30 09:41:58.616072
1659,690,1,2,2025-07-20 04:41:58.598028
1660,691,4,5,2024-12-28 10:41:58.608748
1661,692,3,5,2025-05-01 11:41:58.617693
1662,693,8,2,2025-04-20 11:41:58.598928
1663,693,6,1,2025-04-20 11:41:58.598928
1664,694,2,1,2025-05-23 16:41:58.619861
1665,695,10,2,2025-07-04 13:41:58.589144
1666,695,3,2,2025-07-04 13:41:58.589144
1667,695,8,5,2025-07-04 13:41:58.589144
1668,696,7,3,2025-05-04 06:41:58.590690
1669,696,3,5,2025-05-04 06:41:58.590690
1670,697,5,3,2025-03-31 05:41:58.599823
1671,697,2,1,2025-03-31 05:41:58.599823
1672,698,6,4,2025-04-30 13:41:58.592080
1673,699,6,5,2025-07-14 09:41:58.590307
1674,700,8,2,2025-04-25 15:41:58.591063
1675,701,8,2,2025-03-06 20:41:58.614275
1676,701,3,1,2025-03-06 20:41:58.614275
1677,702,4,1,2024-12-14 19:41:58.596213
1678,702,9,4,2024-12-14 19:41:58.596213
1679,702,8,3,2024-12-14 19:41:58.596213
1680,702,6,4,2024-12-14 19:41:58.596213
1681,703,8,5,2025-06-03 09:41:58.615580
1682,703,8,3,2025-06-03 09:41:58.615580
1683,703,6,3,2025-06-03 09:41:58.615580
1684,703,1,3,2025-06-03 09:41:58.615580
1685,704,7,5,2025-01-31 17:41:58.588210
1686,705,3,3,2025-01-17 07:41:58.598657
1687,705,8,2,2025-01-17 07:41:58.598657
1688,706,5,2,2025-07-15 06:41:58.603847
1689,707,7,1,2025-05-22 12:41:58.590690
1690,707,5,1,2025-05-22 12:41:58.590690
1691,707,10,3,2025-05-22 12:41:58.590690
1692,707,1,3,2025-05-22 12:41:58.590690
1693,708,2,4,2025-03-12 16:41:58.599620
1694,708,7,2,2025-03-12 16:41:58.599620
1695,709,4,4,2025-07-19 09:41:58.590307
1696,710,7,2,2025-08-18 10:41:58.607467
1697,710,3,1,2025-08-18 10:41:58.607467
1698,710,6,1,2025-08-18 10:41:58.607467
1699,710,10,4,2025-08-18 10:41:58.607467
1700,711,10,4,2025-03-06 18:41:58.608266
1701,711,8,4,2025-03-06 18:41:58.608266
1702,711,5,5,2025-03-06 18:41:58.608266
1703,712,1,3,2025-07-02 14:41:58.597142
1704,713,1,3,2025-06-16 12:41:58.600979
1705,713,9,3,2025-06-16 12:41:58.600979
1706,713,6,5,2025-06-16 12:41:58.600979
1707,714,4,2,2025-04-13 19:41:58.622899
1708,715,5,5,2025-02-05 06:41:58.596885
1709,715,3,5,2025-02-05 06:41:58.596885
1710,715,5,2,2025-02-05 06:41:58.596885
1711,715,8,2,2025-02-05 06:41:58.596885
1712,716,4,3,2025-02-17 15:41:58.609232
1713,716,6,2,2025-02-17 15:41:58.609232
1714,717,4,5,2025-01-19 11:41:58.596213
1715,717,5,3,2025-01-19 11:41:58.596213
1716,717,2,3,2025-01-19 11:41:58.596213
1717,717,8,5,2025-01-19 11:41:58.596213
1718,718,1,2,2025-05-22 16:41:58.605073
1719,718,8,4,2025-05-22 16:41:58.605073
1720,718,5,3,2025-05-22 16:41:58.605073
1721,718,2,5,2025-05-22 16:41:58.605073
1722,719,8,3,2025-06-07 04:41:58.606054
1723,719,2,5,2025-06-07 04:41:58.606054
1724,720,4,3,2025-08-29 04:41:58.617938
1725,720,6,3,2025-08-29 04:41:58.617938
1726,721,7,1,2025-02-23 04:41:58.592543
1727,721,4,3,2025-02-23 04:41:58.592543
1728,722,8,2,2025-04-26 16:41:58.598812
1729,722,10,1,2025-04-26 16:41:58.598812
1730,723,7,5,2025-04-29 19:41:58.605691
1731,724,8,3,2025-07-18 06:41:58.591417
1732,724,10,2,2025-07-18 06:41:58.591417
1733,724,6,5,2025-07-18 06:41:58.591417
1734,725,10,5,2025-04-07 12:41:58.592080
1735,725,2,1,2025-04-07 12:41:58.592080
